onset	duration	sample	value	trial_type
1.9995000000	n/a	1999.5	204	204
4.3000000000	n/a	4300	203	203
6.6495000000	n/a	6649.5	201	201
8.7665000000	n/a	8766.5	209	209
11.1825000000	n/a	11182.5	205	205
13.2325000000	n/a	13232.5	207	207
15.4155000000	n/a	15415.5	206	206
17.6160000000	n/a	17616	208	208
22.6670000000	n/a	22667	210	210
25.9155000000	n/a	25915.5	205	205
28.1820000000	n/a	28182	201	201
30.2820000000	n/a	30282	208	208
32.5150000000	n/a	32515	209	209
34.8650000000	n/a	34865	206	206
37.2150000000	n/a	37215	202	202
39.4980000000	n/a	39498	207	207
41.8315000000	n/a	41831.5	204	204
44.7825000000	n/a	44782.5	210	210
48.3640000000	n/a	48364	204	204
50.7310000000	n/a	50731	209	209
52.8480000000	n/a	52848	202	202
55.3475000000	n/a	55347.5	206	206
57.7140000000	n/a	57714	208	208
60.0470000000	n/a	60047	201	201
62.4805000000	n/a	62480.5	203	203
65.5495000000	n/a	65549.5	210	210
87.2125000000	n/a	87212.5	1700	1700
89.6295000000	n/a	89629.5	2900	2900
91.9130000000	n/a	91913	3600	3600
94.2130000000	n/a	94213	4500	4500
96.4677100500	n/a	96467.7101	79997	79997
99.4820000000	n/a	99482	170	170
100.4005000000	n/a	100400.5	190	190
100.9485000000	n/a	100948.5	160	160
102.5650000000	n/a	102565	150	150
108.8620000000	n/a	108862	1600	1600
111.1615000000	n/a	111161.5	2700	2700
113.4455000000	n/a	113445.5	3400	3400
115.7615000000	n/a	115761.5	4800	4800
118.0785000000	n/a	118078.5	5200	5200
120.4634872260	n/a	120463.4872	79997	79997
123.7980000000	n/a	123798	160	160
124.6980000000	n/a	124698	170	170
125.2970000000	n/a	125297	140	140
125.8325000000	n/a	125832.5	180	180
126.3635000000	n/a	126363.5	120	120
127.3445000000	n/a	127344.5	113	113
131.8445000000	n/a	131844.5	1600	1600
134.2275000000	n/a	134227.5	2100	2100
136.5105000000	n/a	136510.5	3400	3400
138.9445000000	n/a	138944.5	4200	4200
141.3940000000	n/a	141394	5700	5700
143.8275000000	n/a	143827.5	6800	6800
146.0868846479	n/a	146086.8846	79997	79997
148.7130000000	n/a	148713	160	160
149.3125000000	n/a	149312.5	110	110
150.1300000000	n/a	150130	140	140
150.6795000000	n/a	150679.5	120	120
151.2135000000	n/a	151213.5	170	170
151.7295000000	n/a	151729.5	180	180
152.4770000000	n/a	152477	113	113
157.1100000000	n/a	157110	1800	1800
159.5100000000	n/a	159510	2300	2300
161.7935000000	n/a	161793.5	3600	3600
164.3100000000	n/a	164310	4500	4500
166.7595000000	n/a	166759.5	5700	5700
169.1930000000	n/a	169193	6100	6100
171.6430000000	n/a	171643	7200	7200
174.0507126983	n/a	174050.7127	79997	79997
176.7290000000	n/a	176729	180	180
177.2615000000	n/a	177261.5	130	130
178.3955000000	n/a	178395.5	160	160
179.5285000000	n/a	179528.5	150	150
180.8125000000	n/a	180812.5	170	170
181.3445000000	n/a	181344.5	110	110
182.3780000000	n/a	182378	120	120
183.3590000000	n/a	183359	113	113
188.0920000000	n/a	188092	1800	1800
190.4920000000	n/a	190492	25000	25000
192.8255000000	n/a	192825.5	33000	33000
195.1085000000	n/a	195108.5	47000	47000
197.4420000000	n/a	197442	52000	52000
199.8915000000	n/a	199891.5	6600	6600
202.3580000000	n/a	202358	74000	74000
204.6580000000	n/a	204658	81	81
206.9336534921	n/a	206933.6535	79997	79997
209.6610000000	n/a	209661	180	180
210.3270000000	n/a	210327	131	131
210.9265000000	n/a	210926.5	121	121
211.4605000000	n/a	211460.5	151	151
211.9775000000	n/a	211977.5	171	171
213.1770000000	n/a	213177	160	160
213.6930000000	n/a	213693	111	111
214.5410000000	n/a	214541	115	115
219.0575000000	n/a	219057.5	12000	12000
221.4405000000	n/a	221440.5	24000	24000
223.7905000000	n/a	223790.5	3600	3600
226.1070000000	n/a	226107	4100	4100
228.4405000000	n/a	228440.5	5500	5500
230.8070000000	n/a	230807	6900	6900
233.2235000000	n/a	233223.5	7700	7700
235.4340308400	n/a	235434.0308	79997	79997
238.5760000000	n/a	238576	141	141
239.8090000000	n/a	239809	121	121
240.9095000000	n/a	240909.5	160	160
241.4755000000	n/a	241475.5	110	110
242.4925000000	n/a	242492.5	150	150
243.0095000000	n/a	243009.5	190	190
243.5595000000	n/a	243559.5	170	170
244.3900000000	n/a	244390	114	114
248.9065000000	n/a	248906.5	1600	1600
251.2565000000	n/a	251256.5	24000	24000
253.6230000000	n/a	253623	3500	3500
255.9230000000	n/a	255923	42000	42000
258.4060000000	n/a	258406	58000	58000
260.6890000000	n/a	260689	67000	67000
263.0890000000	n/a	263089	73000	73000
265.3233885602	n/a	265323.3886	79997	79997
268.2420000000	n/a	268242	160	160
268.8080000000	n/a	268808	121	121
269.8825000000	n/a	269882.5	150	150
270.6580000000	n/a	270658	141	141
271.2080000000	n/a	271208	131	131
271.8750000000	n/a	271875	181	181
272.8750000000	n/a	272875	171	171
278.4385000000	n/a	278438.5	17000	17000
280.7050000000	n/a	280705	2400	2400
282.9880000000	n/a	282988	35000	35000
285.3215000000	n/a	285321.5	48000	48000
287.8050000000	n/a	287805	5200	5200
290.1210000000	n/a	290121	61000	61000
292.4380000000	n/a	292438	73	73
294.6610367520	n/a	294661.0368	79997	79997
298.7580000000	n/a	298758	151	151
299.2750000000	n/a	299275	140	140
299.8070000000	n/a	299807	181	181
300.3905000000	n/a	300390.5	171	171
300.9230000000	n/a	300923	120	120
302.2900000000	n/a	302290	131	131
303.6205000000	n/a	303620.5	115	115
308.3710000000	n/a	308371	1700	1700
310.7710000000	n/a	310771	2500	2500
313.2705000000	n/a	313270.5	3200	3200
315.6370000000	n/a	315637	4900	4900
318.1200000000	n/a	318120	5100	5100
320.4870000000	n/a	320487	6600	6600
322.8398500506	n/a	322839.8501	79997	79997
325.4895000000	n/a	325489.5	170	170
326.5560000000	n/a	326556	150	150
327.5555000000	n/a	327555.5	120	120
328.7225000000	n/a	328722.5	190	190
329.5220000000	n/a	329522	110	110
330.2225000000	n/a	330222.5	160	160
331.1200000000	n/a	331120	113	113
335.6360000000	n/a	335636	1500	1500
338.0190000000	n/a	338019	23000	23000
340.3195000000	n/a	340319.5	37000	37000
342.7860000000	n/a	342786	46000	46000
345.0525000000	n/a	345052.5	52000	52000
347.5690000000	n/a	347569	680000	680000
349.9025000000	n/a	349902.5	79	79
352.1752904220	n/a	352175.2904	79997	79997
357.1545000000	n/a	357154.5	150	150
358.4875000000	n/a	358487.5	121	121
359.0220000000	n/a	359022	161	161
359.7710000000	n/a	359771	171	171
360.4735000000	n/a	360473.5	191	191
361.2705000000	n/a	361270.5	112	112
362.3020000000	n/a	362302	115	115
385.6675000000	n/a	385667.5	201	201
388.1510000000	n/a	388151	202	202
390.3010000000	n/a	390301	209	209
392.4505000000	n/a	392450.5	206	206
394.6505000000	n/a	394650.5	203	203
397.1505000000	n/a	397150.5	208	208
399.1835000000	n/a	399183.5	205	205
401.6165000000	n/a	401616.5	204	204
405.2510000000	n/a	405251	210	210
408.3170000000	n/a	408317	209	209
410.5330000000	n/a	410533	207	207
412.7330000000	n/a	412733	205	205
414.7830000000	n/a	414783	208	208
416.9830000000	n/a	416983	202	202
419.2490000000	n/a	419249	204	204
