onset	duration	sample	value	trial_type
1.9995000000	n/a	1999.5	203	203
4.4825000000	n/a	4482.5	205	205
6.7825000000	n/a	6782.5	207	207
9.0820000000	n/a	9082	206	206
11.2655000000	n/a	11265.5	209	209
13.7655000000	n/a	13765.5	201	201
16.0985000000	n/a	16098.5	202	202
18.3155000000	n/a	18315.5	208	208
25.9670000000	n/a	25967	210	210
29.4810000000	n/a	29481	207	207
31.7815000000	n/a	31781.5	206	206
33.8810000000	n/a	33881	208	208
36.2310000000	n/a	36231	201	201
38.3810000000	n/a	38381	204	204
40.5975000000	n/a	40597.5	209	209
42.9805000000	n/a	42980.5	202	202
45.2140000000	n/a	45214	205	205
49.8990000000	n/a	49899	210	210
52.9805000000	n/a	52980.5	208	208
55.1305000000	n/a	55130.5	204	204
57.6305000000	n/a	57630.5	205	205
60.0470000000	n/a	60047	207	207
62.4970000000	n/a	62497	209	209
64.7630000000	n/a	64763	201	201
66.8300000000	n/a	66830	206	206
69.3300000000	n/a	69330	203	203
73.7150000000	n/a	73715	210	210
98.6450000000	n/a	98645	1300	1300
101.0950000000	n/a	101095	2600	2600
103.5950000000	n/a	103595	3500	3500
106.0450000000	n/a	106045	4200	4200
108.3915589010	n/a	108391.5589	79997	79997
111.8640000000	n/a	111864	130	130
112.6140000000	n/a	112614	160	160
113.6640000000	n/a	113664	150	150
114.2970000000	n/a	114297	120	120
115.9115000000	n/a	115911.5	113	113
120.4110000000	n/a	120411	1300	1300
122.8110000000	n/a	122811	2400	2400
125.2275000000	n/a	125227.5	3900	3900
127.5775000000	n/a	127577.5	4200	4200
129.8610000000	n/a	129861	5600	5600
132.1723410160	n/a	132172.341	79997	79997
135.5960000000	n/a	135596	130	130
137.7460000000	n/a	137746	140	140
138.7800000000	n/a	138780	190	190
140.6460000000	n/a	140646	120	120
141.2965000000	n/a	141296.5	160	160
142.7770000000	n/a	142777	113	113
147.4935000000	n/a	147493.5	1100	1100
149.8430000000	n/a	149843	2400	2400
152.2600000000	n/a	152260	3700	3700
154.6765000000	n/a	154676.5	4600	4600
156.9765000000	n/a	156976.5	5500	5500
159.4095000000	n/a	159409.5	6800	6800
161.8022743096	n/a	161802.2743	79997	79997
164.6445000000	n/a	164644.5	110	110
165.2285000000	n/a	165228.5	140	140
165.9285000000	n/a	165928.5	170	170
166.5785000000	n/a	166578.5	160	160
167.0950000000	n/a	167095	150	150
167.6285000000	n/a	167628.5	180	180
169.4925000000	n/a	169492.5	113	113
173.9920000000	n/a	173992	1800	1800
176.3090000000	n/a	176309	2600	2600
178.6755000000	n/a	178675.5	3200	3200
181.0755000000	n/a	181075.5	45000	45000
183.3585000000	n/a	183358.5	57000	57000
185.7420000000	n/a	185742	64000	64000
188.0250000000	n/a	188025	71	71
190.3211340999	n/a	190321.1341	79997	79997
193.1610000000	n/a	193161	180	180
193.8605000000	n/a	193860.5	160	160
195.1270000000	n/a	195127	120	120
195.9105000000	n/a	195910.5	171	171
197.4770000000	n/a	197477	141	141
199.4430000000	n/a	199443	111	111
204.2240000000	n/a	204224	115	115
208.7745000000	n/a	208774.5	1900	1900
211.2405000000	n/a	211240.5	2700	2700
213.5900000000	n/a	213590	3400	3400
215.9575000000	n/a	215957.5	4500	4500
218.2905000000	n/a	218290.5	5800	5800
220.7570000000	n/a	220757	6600	6600
222.9916005780	n/a	222991.6006	79997	79997
226.4595000000	n/a	226459.5	190	190
228.0095000000	n/a	228009.5	170	170
228.5425000000	n/a	228542.5	140	140
229.3425000000	n/a	229342.5	150	150
229.8590000000	n/a	229859	180	180
231.1425000000	n/a	231142.5	160	160
232.3060000000	n/a	232306	113	113
237.2225000000	n/a	237222.5	16000	16000
239.6230000000	n/a	239623	29000	29000
