onset	duration	sample	value	trial_type
1.9995000000	n/a	1999.5	209	209
4.3330000000	n/a	4333	201	201
6.7995000000	n/a	6799.5	203	203
8.9160000000	n/a	8916	207	207
11.3990000000	n/a	11399	202	202
13.6325000000	n/a	13632.5	205	205
16.0825000000	n/a	16082.5	208	208
18.5990000000	n/a	18599	206	206
25.0485000000	n/a	25048.5	206	206
27.5485000000	n/a	27548.5	202	202
30.0150000000	n/a	30015	203	203
32.5150000000	n/a	32515	201	201
34.7645000000	n/a	34764.5	204	204
36.8315000000	n/a	36831.5	207	207
39.1315000000	n/a	39131.5	208	208
41.3645000000	n/a	41364.5	205	205
44.9835000000	n/a	44983.5	210	210
48.0645000000	n/a	48064.5	208	208
50.3475000000	n/a	50347.5	204	204
52.6475000000	n/a	52647.5	201	201
54.7310000000	n/a	54731	203	203
56.8140000000	n/a	56814	209	209
59.3305000000	n/a	59330.5	207	207
61.6970000000	n/a	61697	202	202
65.0345000000	n/a	65034.5	210	210
89.5790000000	n/a	89579	1600	1600
92.0795000000	n/a	92079.5	2800	2800
94.3960000000	n/a	94396	3400	3400
96.7290000000	n/a	96729	4900	4900
99.1038973040	n/a	99103.8973	79997	79997
102.6820000000	n/a	102682	160	160
103.6150000000	n/a	103615	180	180
104.1985000000	n/a	104198.5	140	140
104.9820000000	n/a	104982	190	190
106.3290000000	n/a	106329	113	113
110.8285000000	n/a	110828.5	1300	1300
113.1785000000	n/a	113178.5	2100	2100
115.5285000000	n/a	115528.5	3400	3400
118.0615000000	n/a	118061.5	4500	4500
120.3785000000	n/a	120378.5	5600	5600
122.6722228853	n/a	122672.2229	79997	79997
125.5475000000	n/a	125547.5	130	130
126.5305000000	n/a	126530.5	110	110
127.5475000000	n/a	127547.5	140	140
128.3975000000	n/a	128397.5	150	150
129.3315000000	n/a	129331.5	160	160
130.9110000000	n/a	130911	113	113
135.4270000000	n/a	135427	1200	1200
137.7275000000	n/a	137727.5	2500	2500
140.1275000000	n/a	140127.5	3900	3900
142.5605000000	n/a	142560.5	4300	4300
144.9270000000	n/a	144927	5600	5600
147.2605000000	n/a	147260.5	6100	6100
149.5134350135	n/a	149513.435	79997	79997
152.4960000000	n/a	152496	120	120
153.5465000000	n/a	153546.5	150	150
154.4965000000	n/a	154496.5	190	190
155.5960000000	n/a	155596	130	130
156.3635000000	n/a	156363.5	160	160
157.2790000000	n/a	157279	110	110
158.4430000000	n/a	158443	113	113
162.9595000000	n/a	162959.5	1900	1900
165.3430000000	n/a	165343	2500	2500
167.6765000000	n/a	167676.5	3200	3200
169.9765000000	n/a	169976.5	4100	4100
172.4760000000	n/a	172476	5600	5600
174.7755000000	n/a	174775.5	6800	6800
177.3090000000	n/a	177309	7400	7400
179.6286879402	n/a	179628.6879	79997	79997
182.3955000000	n/a	182395.5	190	190
183.2785000000	n/a	183278.5	150	150
184.0620000000	n/a	184062	120	120
184.8115000000	n/a	184811.5	110	110
185.5620000000	n/a	185562	160	160
186.1955000000	n/a	186195.5	180	180
186.9620000000	n/a	186962	140	140
187.7255000000	n/a	187725.5	113	113
192.2415000000	n/a	192241.5	13000	13000
194.5250000000	n/a	194525	21000	21000
196.9415000000	n/a	196941.5	36000	36000
199.3250000000	n/a	199325	45000	45000
201.6080000000	n/a	201608	59000	59000
204.0580000000	n/a	204058	68000	68000
206.5415000000	n/a	206541.5	72000	72000
208.9245000000	n/a	208924.5	87000	87000
211.1677994530	n/a	211167.7995	79997	79997
215.8435000000	n/a	215843.5	111	111
219.5100000000	n/a	219510	121	121
221.1940000000	n/a	221194	151	151
223.6600000000	n/a	223660	131	131
224.5605000000	n/a	224560.5	161	161
225.7270000000	n/a	225727	191	191
227.1770000000	n/a	227177	171	171
227.6940000000	n/a	227694	181	181
228.4570000000	n/a	228457	114	114
232.9900000000	n/a	232990	1200	1200
235.3900000000	n/a	235390	2600	2600
237.7235000000	n/a	237723.5	3300	3300
240.0730000000	n/a	240073	44000	44000
242.5895000000	n/a	242589.5	58000	58000
245.1065000000	n/a	245106.5	61000	61000
247.5730000000	n/a	247573	77000	77000
249.9725000000	n/a	249972.5	85000	85000
252.2123542280	n/a	252212.3542	79997	79997
255.0755000000	n/a	255075.5	120	120
256.1590000000	n/a	256159	160	160
257.3420000000	n/a	257342	130	130
259.1255000000	n/a	259125.5	151	151
261.7420000000	n/a	261742	141	141
262.8255000000	n/a	262825.5	181	181
263.8750000000	n/a	263875	111	111
265.3590000000	n/a	265359	171	171
266.4055000000	n/a	266405.5	114	114
270.9555000000	n/a	270955.5	1100	1100
273.2885000000	n/a	273288.5	2700	2700
275.6555000000	n/a	275655.5	3500	3500
277.9550000000	n/a	277955	4600	4600
280.3715000000	n/a	280371.5	54000	54000
282.8545000000	n/a	282854.5	63000	63000
285.2545000000	n/a	285254.5	7800	7800
287.5715000000	n/a	287571.5	8200	8200
289.8742938538	n/a	289874.2939	79997	79997
292.8235000000	n/a	292823.5	110	110
293.5910000000	n/a	293591	170	170
294.3910000000	n/a	294391	150	150
295.2910000000	n/a	295291	160	160
295.9570000000	n/a	295957	131	131
296.7905000000	n/a	296790.5	141	141
297.5740000000	n/a	297574	180	180
298.3075000000	n/a	298307.5	120	120
299.2205000000	n/a	299220.5	114	114
303.7205000000	n/a	303720.5	1100	1100
306.0205000000	n/a	306020.5	2500	2500
308.4205000000	n/a	308420.5	3400	3400
310.9535000000	n/a	310953.5	4900	4900
313.4705000000	n/a	313470.5	58000	58000
315.9700000000	n/a	315970	63000	63000
318.3370000000	n/a	318337	77	77
320.7865000000	n/a	320786.5	86000	86000
323.1828832850	n/a	323182.8833	79997	79997
326.1390000000	n/a	326139	110	110
327.2560000000	n/a	327256	150	150
328.2890000000	n/a	328289	140	140
329.4565000000	n/a	329456.5	190	190
331.9555000000	n/a	331955.5	131	131
332.7895000000	n/a	332789.5	171	171
334.9560000000	n/a	334956	181	181
336.1060000000	n/a	336106	160	160
337.3525000000	n/a	337352.5	115	115
342.1690000000	n/a	342169	1200	1200
344.6690000000	n/a	344669	2800	2800
347.0025000000	n/a	347002.5	3700	3700
349.4685000000	n/a	349468.5	4100	4100
351.7520000000	n/a	351752	53000	53000
354.1850000000	n/a	354185	64000	64000
356.6350000000	n/a	356635	760000	760000
358.8534177617	n/a	358853.4178	79997	79997
361.5375000000	n/a	361537.5	120	120
362.6550000000	n/a	362655	180	180
363.7045000000	n/a	363704.5	170	170
364.9870000000	n/a	364987	110	110
366.0375000000	n/a	366037.5	141	141
367.2375000000	n/a	367237.5	131	131
368.3380000000	n/a	368338	192	192
369.6345000000	n/a	369634.5	115	115
374.5845000000	n/a	374584.5	1600	1600
376.8510000000	n/a	376851	2800	2800
379.2675000000	n/a	379267.5	3200	3200
381.7175000000	n/a	381717.5	4300	4300
384.1840000000	n/a	384184	5400	5400
386.5840000000	n/a	386584	6100	6100
388.8557908363	n/a	388855.7908	79997	79997
391.8210000000	n/a	391821	160	160
392.7535000000	n/a	392753.5	180	180
395.3030000000	n/a	395303	120	120
396.4865000000	n/a	396486.5	130	130
397.2865000000	n/a	397286.5	140	140
398.0025000000	n/a	398002.5	110	110
399.2165000000	n/a	399216.5	113	113
416.7160000000	n/a	416716	203	203
419.1490000000	n/a	419149	207	207
421.2990000000	n/a	421299	204	204
423.6325000000	n/a	423632.5	206	206
425.8490000000	n/a	425849	202	202
428.2155000000	n/a	428215.5	209	209
430.4320000000	n/a	430432	208	208
433.7670000000	n/a	433767	210	210
437.2315000000	n/a	437231.5	206	206
439.2650000000	n/a	439265	205	205
441.7650000000	n/a	441765	203	203
444.2815000000	n/a	444281.5	208	208
446.5815000000	n/a	446581.5	202	202
448.6480000000	n/a	448648	207	207
451.1480000000	n/a	451148	204	204
453.3645000000	n/a	453364.5	201	201
457.2345000000	n/a	457234.5	210	210
460.5310000000	n/a	460531	202	202
