onset	duration	sample	value	trial_type
1.9995000000	n/a	1999.5	205	205
4.1825000000	n/a	4182.5	202	202
6.6820000000	n/a	6682	203	203
8.7485000000	n/a	8748.5	208	208
11.2150000000	n/a	11215	201	201
13.3980000000	n/a	13398	209	209
15.7815000000	n/a	15781.5	204	204
17.8980000000	n/a	17898	206	206
22.4830000000	n/a	22483	211	211
25.5650000000	n/a	25565	206	206
28.0145000000	n/a	28014.5	207	207
30.2480000000	n/a	30248	204	204
32.5810000000	n/a	32581	208	208
34.8980000000	n/a	34898	205	205
36.9640000000	n/a	36964	202	202
39.1640000000	n/a	39164	203	203
41.2140000000	n/a	41214	209	209
44.9980000000	n/a	44998	210	210
48.0805000000	n/a	48080.5	205	205
50.5470000000	n/a	50547	204	204
52.5805000000	n/a	52580.5	208	208
55.0805000000	n/a	55080.5	206	206
57.4635000000	n/a	57463.5	209	209
59.8965000000	n/a	59896.5	207	207
62.1135000000	n/a	62113.5	201	201
64.2635000000	n/a	64263.5	202	202
68.3640000000	n/a	68364	210	210
95.4450000000	n/a	95445	1600	1600
97.8455000000	n/a	97845.5	24000	24000
100.1780000000	n/a	100178	32000	32000
102.4785000000	n/a	102478.5	47000	47000
104.8287488570	n/a	104828.7489	79997	79997
108.2135000000	n/a	108213.5	160	160
109.4465000000	n/a	109446.5	121	121
113.6475000000	n/a	113647.5	171	171
114.1800000000	n/a	114180	141	141
116.9275000000	n/a	116927.5	114	114
121.4275000000	n/a	121427.5	1100	1100
123.7605000000	n/a	123760.5	2900	2900
126.2275000000	n/a	126227.5	3800	3800
128.7270000000	n/a	128727	4500	4500
131.1191341810	n/a	131119.1342	79997	79997
134.7300000000	n/a	134730	110	110
135.7965000000	n/a	135796.5	190	190
136.4130000000	n/a	136413	180	180
136.9625000000	n/a	136962.5	150	150
138.3100000000	n/a	138310	113	113
142.8270000000	n/a	142827	1100	1100
145.1100000000	n/a	145110	2300	2300
147.4100000000	n/a	147410	32000	32000
149.8930000000	n/a	149893	48000	48000
152.3265000000	n/a	152326.5	5600	5600
154.7146019915	n/a	154714.602	79997	79997
157.4790000000	n/a	157479	110	110
158.5280000000	n/a	158528	130	130
159.6450000000	n/a	159645	181	181
160.4610000000	n/a	160461	121	121
161.3115000000	n/a	161311.5	160	160
162.3930000000	n/a	162393	114	114
166.9090000000	n/a	166909	1800	1800
169.3590000000	n/a	169359	2300	2300
171.6420000000	n/a	171642	3900	3900
174.0585000000	n/a	174058.5	4600	4600
176.5080000000	n/a	176508	5700	5700
178.7721995420	n/a	178772.1995	79997	79997
181.6280000000	n/a	181628	180	180
182.9770000000	n/a	182977	130	130
183.8940000000	n/a	183894	190	190
184.4270000000	n/a	184427	160	160
185.1605000000	n/a	185160.5	170	170
186.3080000000	n/a	186308	113	113
190.8245000000	n/a	190824.5	1900	1900
193.1910000000	n/a	193191	2800	2800
195.6080000000	n/a	195608	3600	3600
197.9240000000	n/a	197924	45000	45000
200.3910000000	n/a	200391	57000	57000
202.8575000000	n/a	202857.5	63	63
205.1695795700	n/a	205169.5796	79997	79997
210.3265000000	n/a	210326.5	190	190
212.5260000000	n/a	212526	180	180
213.4430000000	n/a	213443	160	160
214.8260000000	n/a	214826	171	171
215.6255000000	n/a	215625.5	131	131
216.9900000000	n/a	216990	115	115
221.4900000000	n/a	221490	1900	1900
223.8400000000	n/a	223840	2700	2700
226.2395000000	n/a	226239.5	3500	3500
228.6895000000	n/a	228689.5	4300	4300
230.9900000000	n/a	230990	56	56
233.4362915070	n/a	233436.2915	79997	79997
236.2250000000	n/a	236225	190	190
237.4250000000	n/a	237425	150	150
237.9745000000	n/a	237974.5	130	130
238.8920000000	n/a	238892	160	160
240.1060000000	n/a	240106	113	113
244.6055000000	n/a	244605.5	1200	1200
246.9725000000	n/a	246972.5	2500	2500
249.2885000000	n/a	249288.5	3800	3800
251.7720000000	n/a	251772	4700	4700
254.2720000000	n/a	254272	5300	5300
256.7555000000	n/a	256755.5	6600	6600
259.0262917801	n/a	259026.2918	79997	79997
261.8570000000	n/a	261857	120	120
262.4905000000	n/a	262490.5	150	150
263.0740000000	n/a	263074	180	180
263.7410000000	n/a	263741	170	170
264.6735000000	n/a	264673.5	130	130
265.4425000000	n/a	265442.5	160	160
266.5550000000	n/a	266555	113	113
271.3715000000	n/a	271371.5	1500	1500
273.7880000000	n/a	273788	2900	2900
276.1880000000	n/a	276188	3600	3600
278.5710000000	n/a	278571	4800	4800
280.8545000000	n/a	280854.5	5700	5700
283.3375000000	n/a	283337.5	6100	6100
285.7375000000	n/a	285737.5	720000	720000
287.9442211800	n/a	287944.2212	79997	79997
291.9060000000	n/a	291906	150	150
292.5730000000	n/a	292573	190	190
293.1060000000	n/a	293106	160	160
293.6560000000	n/a	293656	180	180
294.2400000000	n/a	294240	170	170
294.7890000000	n/a	294789	110	110
295.6225000000	n/a	295622.5	132	132
297.0535000000	n/a	297053.5	115	115
301.7370000000	n/a	301737	1100	1100
304.0535000000	n/a	304053.5	2500	2500
306.4530000000	n/a	306453	3900	3900
308.7365000000	n/a	308736.5	4400	4400
311.0695000000	n/a	311069.5	5200	5200
313.3865000000	n/a	313386.5	66	66
315.7621921522	n/a	315762.1922	79997	79997
318.5380000000	n/a	318538	110	110
319.2390000000	n/a	319239	150	150
319.9555000000	n/a	319955.5	190	190
320.6385000000	n/a	320638.5	140	140
321.2545000000	n/a	321254.5	120	120
327.7690000000	n/a	327769	1500	1500
330.1690000000	n/a	330169	26000	26000
332.6520000000	n/a	332652	32000	32000
335.1190000000	n/a	335119	4400	4400
337.5845000000	n/a	337584.5	5800	5800
340.0020000000	n/a	340002	6900	6900
342.4020000000	n/a	342402	77	77
344.7682193480	n/a	344768.2193	79997	79997
349.1540000000	n/a	349154	150	150
349.8700000000	n/a	349870	121	121
350.3870000000	n/a	350387	161	161
350.9535000000	n/a	350953.5	140	140
352.2040000000	n/a	352204	180	180
352.7205000000	n/a	352720.5	190	190
353.7515000000	n/a	353751.5	115	115
367.6345000000	n/a	367634.5	203	203
370.1175000000	n/a	370117.5	209	209
372.5005000000	n/a	372500.5	202	202
374.6840000000	n/a	374684	201	201
376.8835000000	n/a	376883.5	205	205
379.1005000000	n/a	379100.5	208	208
381.3000000000	n/a	381300	206	206
383.4000000000	n/a	383400	207	207
386.6180000000	n/a	386618	210	210
