onset	duration	sample	value	trial_type
1.9995000000	n/a	1999.5	202	202
4.1495000000	n/a	4149.5	203	203
6.3825000000	n/a	6382.5	208	208
8.6990000000	n/a	8699	206	206
11.1985000000	n/a	11198.5	201	201
13.4820000000	n/a	13482	209	209
15.9825000000	n/a	15982.5	204	204
18.3485000000	n/a	18348.5	205	205
22.5825000000	n/a	22582.5	210	210
25.8650000000	n/a	25865	204	204
28.3150000000	n/a	28315	201	201
30.7315000000	n/a	30731.5	202	202
33.1315000000	n/a	33131.5	205	205
35.2810000000	n/a	35281	209	209
37.6310000000	n/a	37631	203	203
40.0475000000	n/a	40047.5	206	206
42.3810000000	n/a	42381	207	207
46.4145000000	n/a	46414.5	210	210
49.8135000000	n/a	49813.5	202	202
52.0805000000	n/a	52080.5	208	208
54.4640000000	n/a	54464	203	203
56.8135000000	n/a	56813.5	206	206
59.2305000000	n/a	59230.5	204	204
61.5965000000	n/a	61596.5	207	207
64.1135000000	n/a	64113.5	201	201
67.9475000000	n/a	67947.5	210	210
92.2785000000	n/a	92278.5	1200	1200
94.6785000000	n/a	94678.5	2500	2500
97.0455000000	n/a	97045.5	3700	3700
99.3950000000	n/a	99395	4900	4900
101.6202333390	n/a	101620.2333	79997	79997
105.3790000000	n/a	105379	120	120
106.4960000000	n/a	106496	150	150
107.8965000000	n/a	107896.5	170	170
109.1800000000	n/a	109180	190	190
112.7445000000	n/a	112744.5	113	113
117.4945000000	n/a	117494.5	1900	1900
119.7780000000	n/a	119778	2300	2300
122.2610000000	n/a	122261	3500	3500
124.7440000000	n/a	124744	4100	4100
127.1775000000	n/a	127177.5	5400	5400
129.4220226140	n/a	129422.0226	79997	79997
132.6125000000	n/a	132612.5	190	190
133.5615000000	n/a	133561.5	130	130
134.5620000000	n/a	134562	150	150
135.9445000000	n/a	135944.5	110	110
137.2115000000	n/a	137211.5	140	140
138.5440000000	n/a	138544	113	113
143.0600000000	n/a	143060	1600	1600
145.4100000000	n/a	145410	2700	2700
147.7105000000	n/a	147710.5	3800	3800
150.0765000000	n/a	150076.5	4900	4900
152.4265000000	n/a	152426.5	5200	5200
154.9260000000	n/a	154926	6300	6300
157.2113750110	n/a	157211.375	79997	79997
160.5785000000	n/a	160578.5	160	160
161.4110000000	n/a	161411	170	170
161.9610000000	n/a	161961	180	180
162.8440000000	n/a	162844	190	190
163.6435000000	n/a	163643.5	120	120
164.6270000000	n/a	164627	130	130
165.7760000000	n/a	165776	113	113
170.3260000000	n/a	170326	15000	15000
172.6420000000	n/a	172642	2900	2900
174.9425000000	n/a	174942.5	3700	3700
177.2590000000	n/a	177259	4800	4800
179.6255000000	n/a	179625.5	5400	5400
182.1420000000	n/a	182142	66000	66000
184.5920000000	n/a	184592	71	71
186.8587708580	n/a	186858.7709	79997	79997
190.2100000000	n/a	190210	161	161
191.2265000000	n/a	191226.5	190	190
192.4760000000	n/a	192476	170	170
193.3100000000	n/a	193310	180	180
194.7425000000	n/a	194742.5	140	140
195.6085000000	n/a	195608.5	111	111
197.8245000000	n/a	197824.5	115	115
202.5085000000	n/a	202508.5	1500	1500
204.8240000000	n/a	204824	2700	2700
207.1070000000	n/a	207107	3200	3200
209.4910000000	n/a	209491	4600	4600
211.9070000000	n/a	211907	5300	5300
214.2905000000	n/a	214290.5	6900	6900
216.5682664220	n/a	216568.2664	79997	79997
219.8415000000	n/a	219841.5	150	150
221.3750000000	n/a	221375	170	170
222.4080000000	n/a	222408	120	120
223.6930000000	n/a	223693	160	160
224.3910000000	n/a	224391	130	130
225.3085000000	n/a	225308.5	190	190
226.4070000000	n/a	226407	113	113
231.0400000000	n/a	231040	1700	1700
233.4900000000	n/a	233490	24000	24000
235.7730000000	n/a	235773	3600	3600
238.2560000000	n/a	238256	4900	4900
240.7235000000	n/a	240723.5	58000	58000
243.1895000000	n/a	243189.5	61	61
245.6225000000	n/a	245622.5	75	75
247.9223461020	n/a	247922.3461	79997	79997
251.9070000000	n/a	251907	170	170
252.6905000000	n/a	252690.5	181	181
253.7905000000	n/a	253790.5	160	160
254.5905000000	n/a	254590.5	190	190
257.9400000000	n/a	257940	141	141
260.3385000000	n/a	260338.5	115	115
264.8550000000	n/a	264855	1300	1300
267.3050000000	n/a	267305	26000	26000
269.6550000000	n/a	269655	35000	35000
272.0555000000	n/a	272055.5	41000	41000
274.5050000000	n/a	274505	54000	54000
276.9710000000	n/a	276971	6800	6800
279.3474778650	n/a	279347.4779	79997	79997
282.7400000000	n/a	282740	130	130
283.4225000000	n/a	283422.5	151	151
284.1895000000	n/a	284189.5	161	161
285.1060000000	n/a	285106	141	141
285.7220000000	n/a	285722	111	111
286.5730000000	n/a	286573	180	180
287.7205000000	n/a	287720.5	114	114
292.3040000000	n/a	292304	1700	1700
294.6705000000	n/a	294670.5	2300	2300
297.0540000000	n/a	297054	32000	32000
299.3700000000	n/a	299370	4400	4400
301.8705000000	n/a	301870.5	59000	59000
304.3205000000	n/a	304320.5	66	66
