onset	duration	sample	value	trial_type
1.9995000000	n/a	1999.5	203	203
4.4660000000	n/a	4466	205	205
6.8325000000	n/a	6832.5	208	208
8.8660000000	n/a	8866	207	207
11.0995000000	n/a	11099.5	204	204
13.4660000000	n/a	13466	201	201
15.5325000000	n/a	15532.5	209	209
17.8655000000	n/a	17865.5	202	202
23.5665000000	n/a	23566.5	210	210
27.1150000000	n/a	27115	203	203
29.5985000000	n/a	29598.5	201	201
31.7650000000	n/a	31765	208	208
34.2485000000	n/a	34248.5	202	202
36.5150000000	n/a	36515	207	207
38.9145000000	n/a	38914.5	206	206
41.3640000000	n/a	41364	204	204
43.4480000000	n/a	43448	209	209
48.8330000000	n/a	48833	211	211
51.9140000000	n/a	51914	202	202
53.9645000000	n/a	53964.5	209	209
56.4805000000	n/a	56480.5	203	203
58.9470000000	n/a	58947	207	207
61.1305000000	n/a	61130.5	205	205
63.2470000000	n/a	63247	206	206
65.6970000000	n/a	65697	208	208
68.2135000000	n/a	68213.5	201	201
73.3145000000	n/a	73314.5	210	210
91.1625000000	n/a	91162.5	1900	1900
93.5625000000	n/a	93562.5	2400	2400
95.9625000000	n/a	95962.5	3300	3300
98.4625000000	n/a	98462.5	4500	4500
100.8921932550	n/a	100892.1933	79997	79997
104.0985000000	n/a	104098.5	190	190
105.0810000000	n/a	105081	140	140
105.9480000000	n/a	105948	130	130
106.5310000000	n/a	106531	150	150
108.2950000000	n/a	108295	113	113
113.1780000000	n/a	113178	1500	1500
115.4785000000	n/a	115478.5	2700	2700
117.8445000000	n/a	117844.5	31000	31000
120.3615000000	n/a	120361.5	44000	44000
122.6615000000	n/a	122661.5	5900	5900
124.9802871043	n/a	124980.2871	79997	79997
127.5640000000	n/a	127564	150	150
128.1805000000	n/a	128180.5	170	170
128.6965000000	n/a	128696.5	141	141
129.7965000000	n/a	129796.5	111	111
131.2640000000	n/a	131264	190	190
144.4460000000	n/a	144446	111	111
145.7980000000	n/a	145798	171	171
146.8625000000	n/a	146862.5	140	140
147.8130000000	n/a	147813	190	190
149.2100000000	n/a	149210	114	114
153.7265000000	n/a	153726.5	1900	1900
156.2100000000	n/a	156210	2800	2800
158.6265000000	n/a	158626.5	3500	3500
160.9600000000	n/a	160960	4300	4300
163.4095000000	n/a	163409.5	5700	5700
165.6423427030	n/a	165642.3427	79997	79997
168.6790000000	n/a	168679	190	190
169.8455000000	n/a	169845.5	180	180
170.6615000000	n/a	170661.5	150	150
171.2280000000	n/a	171228	130	130
171.7950000000	n/a	171795	170	170
172.9925000000	n/a	172992.5	113	113
177.6090000000	n/a	177609	1100	1100
180.0920000000	n/a	180092	2300	2300
182.4755000000	n/a	182475.5	3500	3500
184.7255000000	n/a	184725.5	4700	4700
187.1085000000	n/a	187108.5	5900	5900
189.5085000000	n/a	189508.5	6600	6600
