onset	duration	sample	value	trial_type
1.9995000000	n/a	1999.5	207	207
4.4830000000	n/a	4483	208	208
6.5160000000	n/a	6516	206	206
8.8165000000	n/a	8816.5	202	202
10.9325000000	n/a	10932.5	209	209
13.0160000000	n/a	13016	205	205
15.3830000000	n/a	15383	203	203
17.5990000000	n/a	17599	204	204
21.0515000000	n/a	21051.5	210	210
24.1320000000	n/a	24132	205	205
26.4155000000	n/a	26415.5	203	203
28.5320000000	n/a	28532	204	204
30.6820000000	n/a	30682	208	208
32.8155000000	n/a	32815.5	202	202
35.0650000000	n/a	35065	206	206
37.4480000000	n/a	37448	201	201
39.9315000000	n/a	39931.5	207	207
43.2005000000	n/a	43200.5	210	210
46.3145000000	n/a	46314.5	209	209
48.7480000000	n/a	48748	201	201
50.9980000000	n/a	50998	208	208
53.2980000000	n/a	53298	202	202
55.6140000000	n/a	55614	206	206
57.8810000000	n/a	57881	204	204
60.0640000000	n/a	60064	207	207
63.3990000000	n/a	63399	210	210
79.8800000000	n/a	79880	1900	1900
82.1965000000	n/a	82196.5	2200	2200
84.5630000000	n/a	84563	3400	3400
86.8295000000	n/a	86829.5	4800	4800
89.0217572350	n/a	89021.7572	79997	79997
92.1660000000	n/a	92166	190	190
92.9820000000	n/a	92982	120	120
93.6655000000	n/a	93665.5	140	140
94.3660000000	n/a	94366	180	180
95.4625000000	n/a	95462.5	113	113
100.2625000000	n/a	100262.5	1900	1900
102.6455000000	n/a	102645.5	2400	2400
105.0955000000	n/a	105095.5	3500	3500
107.3785000000	n/a	107378.5	4700	4700
109.8955000000	n/a	109895.5	5100	5100
112.2662709322	n/a	112266.2709	79997	79997
114.9655000000	n/a	114965.5	190	190
115.7815000000	n/a	115781.5	140	140
117.2645000000	n/a	117264.5	150	150
117.8000000000	n/a	117800	170	170
118.3305000000	n/a	118330.5	110	110
119.3615000000	n/a	119361.5	113	113
124.0445000000	n/a	124044.5	1500	1500
126.5280000000	n/a	126528	2800	2800
128.7945000000	n/a	128794.5	3700	3700
131.0775000000	n/a	131077.5	4400	4400
133.4610000000	n/a	133461	5200	5200
135.8440000000	n/a	135844	6900	6900
138.2460223085	n/a	138246.0223	79997	79997
140.7980000000	n/a	140798	150	150
141.5475000000	n/a	141547.5	180	180
142.0640000000	n/a	142064	170	170
143.4970000000	n/a	143497	140	140
144.0630000000	n/a	144063	120	120
144.7425000000	n/a	144742.5	190	190
145.6600000000	n/a	145660	113	113
150.2605000000	n/a	150260.5	1200	1200
152.6270000000	n/a	152627	2500	2500
155.1430000000	n/a	155143	3700	3700
157.4770000000	n/a	157477	4900	4900
159.9430000000	n/a	159943	5400	5400
162.3765000000	n/a	162376.5	6100	6100
164.8095000000	n/a	164809.5	7600	7600
167.1712472540	n/a	167171.2473	79997	79997
169.7625000000	n/a	169762.5	120	120
170.3295000000	n/a	170329.5	150	150
170.8625000000	n/a	170862.5	170	170
171.3965000000	n/a	171396.5	190	190
171.9465000000	n/a	171946.5	140	140
172.4620000000	n/a	172462	110	110
172.9955000000	n/a	172995.5	160	160
173.9925000000	n/a	173992.5	113	113
178.5090000000	n/a	178509	1300	1300
180.8425000000	n/a	180842.5	2500	2500
183.2925000000	n/a	183292.5	3700	3700
185.6920000000	n/a	185692	4900	4900
188.1085000000	n/a	188108.5	56000	56000
190.5420000000	n/a	190542	61	61
192.8085000000	n/a	192808.5	7200	7200
195.2915000000	n/a	195291.5	8800	8800
197.6244274178	n/a	197624.4274	79997	79997
200.5275000000	n/a	200527.5	130	130
203.0290000000	n/a	203029	150	150
203.5615000000	n/a	203561.5	170	170
204.0950000000	n/a	204095	190	190
204.7940000000	n/a	204794	111	111
208.0275000000	n/a	208027.5	110	110
209.0280000000	n/a	209028	120	120
209.6280000000	n/a	209628	180	180
210.5080000000	n/a	210508	113	113
215.0080000000	n/a	215008	1300	1300
217.4245000000	n/a	217424.5	2900	2900
219.7910000000	n/a	219791	3400	3400
222.1570000000	n/a	222157	4700	4700
224.4575000000	n/a	224457.5	5100	5100
226.7570000000	n/a	226757	6600	6600
229.2240000000	n/a	229224	7800	7800
231.5405000000	n/a	231540.5	85000	85000
233.8400000000	n/a	233840	92000	92000
236.1732792685	n/a	236173.2793	79997	79997
238.7930000000	n/a	238793	130	130
239.3935000000	n/a	239393.5	190	190
239.9265000000	n/a	239926.5	140	140
240.7600000000	n/a	240760	170	170
241.2755000000	n/a	241275.5	110	110
242.2595000000	n/a	242259.5	160	160
243.4765000000	n/a	243476.5	180	180
244.0425000000	n/a	244042.5	121	121
244.5595000000	n/a	244559.5	151	151
246.6730000000	n/a	246673	114	114
251.1900000000	n/a	251190	1500	1500
253.6060000000	n/a	253606	2600	2600
256.0730000000	n/a	256073	3900	3900
258.3725000000	n/a	258372.5	4400	4400
260.7560000000	n/a	260756	5100	5100
263.2560000000	n/a	263256	6300	6300
265.7225000000	n/a	265722.5	7700	7700
268.1720000000	n/a	268172	8200	8200
270.3812920832	n/a	270381.2921	79997	79997
272.8930000000	n/a	272893	150	150
273.4580000000	n/a	273458	160	160
273.9750000000	n/a	273975	190	190
274.4915000000	n/a	274491.5	140	140
275.4245000000	n/a	275424.5	110	110
275.9410000000	n/a	275941	130	130
276.7085000000	n/a	276708.5	170	170
277.4080000000	n/a	277408	120	120
278.2885000000	n/a	278288.5	113	113
283.2880000000	n/a	283288	1800	1800
285.6715000000	n/a	285671.5	2900	2900
288.1550000000	n/a	288155	3500	3500
290.5045000000	n/a	290504.5	4200	4200
293.0040000000	n/a	293004	5400	5400
295.2880000000	n/a	295288	66000	66000
297.5710000000	n/a	297571	71000	71000
299.9875000000	n/a	299987.5	8700	8700
302.3880000000	n/a	302388	93	93
304.7326839510	n/a	304732.684	79997	79997
307.4405000000	n/a	307440.5	180	180
309.1740000000	n/a	309174	190	190
311.4730000000	n/a	311473	120	120
312.2065000000	n/a	312206.5	140	140
312.8735000000	n/a	312873.5	160	160
313.5400000000	n/a	313540	171	171
314.5560000000	n/a	314556	111	111
315.2400000000	n/a	315240	130	130
316.4535000000	n/a	316453.5	114	114
320.9700000000	n/a	320970	1400	1400
323.4700000000	n/a	323470	2200	2200
325.9530000000	n/a	325953	39000	39000
328.2865000000	n/a	328286.5	46000	46000
330.6695000000	n/a	330669.5	5800	5800
333.0030000000	n/a	333003	63000	63000
335.2695000000	n/a	335269.5	75	75
337.6525000000	n/a	337652.5	8100	8100
340.0797435710	n/a	340079.7436	79997	79997
344.1885000000	n/a	344188.5	140	140
344.8555000000	n/a	344855.5	120	120
345.8070000000	n/a	345807	161	161
346.3220000000	n/a	346322	191	191
348.6555000000	n/a	348655.5	180	180
349.2885000000	n/a	349288.5	151	151
358.2880000000	n/a	358288	120	120
358.8550000000	n/a	358855	161	161
359.3885000000	n/a	359388.5	191	191
359.9550000000	n/a	359955	180	180
361.2380000000	n/a	361238	130	130
362.4550000000	n/a	362455	150	150
362.9685000000	n/a	362968.5	110	110
363.8350000000	n/a	363835	114	114
368.4850000000	n/a	368485	1100	1100
370.9345000000	n/a	370934.5	2300	2300
373.2510000000	n/a	373251	3700	3700
375.6340000000	n/a	375634	4800	4800
378.0010000000	n/a	378001	52000	52000
380.3175000000	n/a	380317.5	66000	66000
382.7510000000	n/a	382751	75000	75000
385.1175000000	n/a	385117.5	89	89
387.3335426559	n/a	387333.5427	79997	79997
390.0365000000	n/a	390036.5	110	110
391.2535000000	n/a	391253.5	130	130
394.0535000000	n/a	394053.5	170	170
395.2045000000	n/a	395204.5	180	180
398.7865000000	n/a	398786.5	151	151
399.4195000000	n/a	399419.5	121	121
399.9530000000	n/a	399953	161	161
401.0005000000	n/a	401000.5	115	115
411.7000000000	n/a	411700	207	207
413.7825000000	n/a	413782.5	205	205
416.2495000000	n/a	416249.5	201	201
418.6160000000	n/a	418616	203	203
421.0825000000	n/a	421082.5	204	204
423.3160000000	n/a	423316	208	208
425.6160000000	n/a	425616	206	206
427.8990000000	n/a	427899	202	202
430.7675000000	n/a	430767.5	210	210
433.8485000000	n/a	433848.5	209	209
436.3155000000	n/a	436315.5	201	201
438.4990000000	n/a	438499	204	204
440.9485000000	n/a	440948.5	203	203
443.3650000000	n/a	443365	207	207
445.7985000000	n/a	445798.5	206	206
447.8815000000	n/a	447881.5	208	208
451.3330000000	n/a	451333	210	210
454.3980000000	n/a	454398	203	203
456.7145000000	n/a	456714.5	202	202
459.0810000000	n/a	459081	206	206
461.4975000000	n/a	461497.5	201	201
463.5810000000	n/a	463581	208	208
465.7140000000	n/a	465714	204	204
468.1305000000	n/a	468130.5	205	205
470.1805000000	n/a	470180.5	207	207
475.0160000000	n/a	475016	210	210
483.9635000000	n/a	483963.5	1300	1300
486.2800000000	n/a	486280	2500	2500
488.7635000000	n/a	488763.5	3800	3800
491.1795000000	n/a	491179.5	4400	4400
493.6630000000	n/a	493663	5700	5700
495.9630000000	n/a	495963	6600	6600
498.3960000000	n/a	498396	71	71
500.8261695622	n/a	500826.1696	79997	79997
503.4830000000	n/a	503483	130	130
505.3490000000	n/a	505349	150	150
508.0155000000	n/a	508015.5	180	180
508.8485000000	n/a	508848.5	140	140
510.0485000000	n/a	510048.5	160	160
510.5815000000	n/a	510581.5	110	110
511.4290000000	n/a	511429	113	113
515.9290000000	n/a	515929	1300	1300
518.2290000000	n/a	518229	2600	2600
520.5620000000	n/a	520562	3200	3200
523.0620000000	n/a	523062	4400	4400
525.3950000000	n/a	525395	5700	5700
527.7780000000	n/a	527778	6900	6900
530.0950000000	n/a	530095	7800	7800
532.3945000000	n/a	532394.5	8100	8100
534.8433045770	n/a	534843.3046	79997	79997
538.2140000000	n/a	538214	130	130
538.9140000000	n/a	538914	160	160
539.6970000000	n/a	539697	120	120
540.4305000000	n/a	540430.5	140	140
541.4145000000	n/a	541414.5	170	170
542.5815000000	n/a	542581.5	190	190
543.0975000000	n/a	543097.5	180	180
543.6300000000	n/a	543630	110	110
544.3445000000	n/a	544344.5	113	113
548.8435000000	n/a	548843.5	1700	1700
551.1940000000	n/a	551194	2800	2800
553.6105000000	n/a	553610.5	34000	34000
556.1270000000	n/a	556127	42000	42000
558.6435000000	n/a	558643.5	5500	5500
560.9935000000	n/a	560993.5	69000	69000
563.4770000000	n/a	563477	73000	73000
565.8100000000	n/a	565810	86000	86000
568.1600000000	n/a	568160	91	91
570.4316602510	n/a	570431.6603	79997	79997
575.1460000000	n/a	575146	170	170
576.4460000000	n/a	576446	180	180
578.9955000000	n/a	578995.5	121	121
580.4485000000	n/a	580448.5	141	141
581.7795000000	n/a	581779.5	150	150
582.7455000000	n/a	582745.5	131	131
584.3625000000	n/a	584362.5	111	111
584.9130000000	n/a	584913	191	191
585.7425000000	n/a	585742.5	114	114
590.2425000000	n/a	590242.5	1300	1300
592.5590000000	n/a	592559	2600	2600
594.9425000000	n/a	594942.5	3800	3800
597.2255000000	n/a	597225.5	4100	4100
599.7090000000	n/a	599709	5500	5500
601.9750000000	n/a	601975	6200	6200
604.4085000000	n/a	604408.5	7900	7900
606.7085000000	n/a	606708.5	8700	8700
608.9297721593	n/a	608929.7722	79997	79997
611.6450000000	n/a	611645	130	130
612.8780000000	n/a	612878	160	160
613.4115000000	n/a	613411.5	180	180
613.9440000000	n/a	613944	110	110
618.1940000000	n/a	618194	150	150
619.3770000000	n/a	619377	120	120
619.9610000000	n/a	619961	190	190
620.5445000000	n/a	620544.5	170	170
621.3245000000	n/a	621324.5	113	113
625.8410000000	n/a	625841	1700	1700
628.1740000000	n/a	628174	2800	2800
630.5910000000	n/a	630591	3200	3200
632.9075000000	n/a	632907.5	4500	4500
635.3235000000	n/a	635323.5	5900	5900
637.6900000000	n/a	637690	6600	6600
639.9575000000	n/a	639957.5	7300	7300
642.4070000000	n/a	642407	8100	8100
644.8070000000	n/a	644807	9400	9400
647.0084875014	n/a	647008.4875	79997	79997
649.7270000000	n/a	649727	170	170
650.5265000000	n/a	650526.5	180	180
651.2090000000	n/a	651209	120	120
651.9930000000	n/a	651993	150	150
652.5265000000	n/a	652526.5	190	190
653.6430000000	n/a	653643	160	160
654.9925000000	n/a	654992.5	130	130
655.6255000000	n/a	655625.5	110	110
656.7260000000	n/a	656726	140	140
657.9060000000	n/a	657906	113	113
662.4065000000	n/a	662406.5	1700	1700
664.8895000000	n/a	664889.5	2600	2600
667.3560000000	n/a	667356	3500	3500
669.8060000000	n/a	669806	49000	49000
672.1390000000	n/a	672139	51	51
674.5385000000	n/a	674538.5	68000	68000
676.9055000000	n/a	676905.5	73	73
679.4390000000	n/a	679439	82000	82000
681.9215000000	n/a	681921.5	94	94
684.2993962540	n/a	684299.3963	79997	79997
687.7915000000	n/a	687791.5	170	170
689.2255000000	n/a	689225.5	160	160
691.6590000000	n/a	691659	150	150
694.1415000000	n/a	694141.5	181	181
701.3410000000	n/a	701341	181	181
705.2410000000	n/a	705241	181	181
710.1575000000	n/a	710157.5	160	160
712.2400000000	n/a	712240	150	150
713.2580000000	n/a	713258	181	181
714.1400000000	n/a	714140	121	121
718.3905000000	n/a	718390.5	191	191
719.4900000000	n/a	719490	130	130
720.4230000000	n/a	720423	120	120
720.9565000000	n/a	720956.5	140	140
721.9535000000	n/a	721953.5	114	114
726.4705000000	n/a	726470.5	1400	1400
728.9535000000	n/a	728953.5	2700	2700
731.4365000000	n/a	731436.5	3200	3200
733.9530000000	n/a	733953	49000	49000
736.3030000000	n/a	736303	56000	56000
738.6695000000	n/a	738669.5	6300	6300
741.0695000000	n/a	741069.5	7500	7500
743.5530000000	n/a	743553	8100	8100
745.8357450173	n/a	745835.745	79997	79997
748.6720000000	n/a	748672	140	140
749.2725000000	n/a	749272.5	170	170
749.8885000000	n/a	749888.5	120	120
752.4385000000	n/a	752438.5	161	161
753.0555000000	n/a	753055.5	191	191
753.6555000000	n/a	753655.5	130	130
754.7555000000	n/a	754755.5	150	150
755.2715000000	n/a	755271.5	110	110
756.5690000000	n/a	756569	114	114
761.1020000000	n/a	761102	18000	18000
763.4690000000	n/a	763469	29000	29000
765.7685000000	n/a	765768.5	35	35
768.1020000000	n/a	768102	4400	4400
770.4850000000	n/a	770485	5300	5300
772.8350000000	n/a	772835	6100	6100
775.1355000000	n/a	775135.5	76	76
777.6185000000	n/a	777618.5	82000	82000
779.9030311480	n/a	779903.0311	79997	79997
783.7710000000	n/a	783771	141	141
784.3875000000	n/a	784387.5	151	151
791.8710000000	n/a	791871	190	190
792.3870000000	n/a	792387	150	150
